Date,News,Polarity
25 06 2020,Dhoop Kinare all set to air in Saudi Arabia,0
25 06 2020,FO 'disappointed' with US report on terrorism,0
25 06 2020,Former PM Raja Pervez Ashraf acquitted in Sahiwal Rental Power Project case,0
25 06 2020,KE attributes prolonged power outages in metropolis to shortage of furnace oil,0
25 06 2020,Peshawar cops involved in man's torture remanded into police custody for 2 days,0
25 06 2020,SAPM says not all people who travelled outside Pakistan tested positive,0
25 06 2020,T-series removes Atif Aslam's song from YouTube after backlash,0
25 06 2020,Plasma therapy for Covid-19: The hopes and the hype,0
25 06 2020,Preliminary probe of PIA crash has revealed a litany of fatal errors,0
25 06 2020,Red Zone Files: PTI’s festering fault lines,0
25 06 2020,Govt employees stage protest for increase in salary,0
25 06 2020,Four including ENT specialist die of coronavirus,0
25 06 2020,Videos of police brutality trigger outrage on social media,0
25 06 2020,Pindi laboratories’ Covid-19 testing capacity to reach 600 tests daily: commissioner,0
25 06 2020,IHC disposes of petition seeking protection for under-trial prisoners,0
25 06 2020,Campaign being launched to honour services of healthcare workers,0
25 06 2020,Ground surveillance in Ramna sub-sectors to begin in three days,0
25 06 2020,Coronavirus spread being controlled as new cases stay below 400: capital admin,0
25 06 2020,Murder case against four cops in DG Khan for death in custody,0
25 06 2020,Punjab CM orders action against overcharging of Covid pills,0
25 06 2020,Millers see ‘flour costlier for PTI voters’,0
25 06 2020,LHC seeks reply from Centre on plea against changing BISP name,0
25 06 2020,PR to install ‘automated’ warning system at level crossings,0
25 06 2020,40 more areas of Lahore locked down from midnight,0
25 06 2020,25 cartons of stolen medicines recovered as probe into pilferage makes progress,0
25 06 2020,20 lawmakers participate in ‘smooth’ budget debate in PA,0
25 06 2020,Murad reviews rain emergency measures across Sindh,0
25 06 2020,Bilawal wants minister to quit over air crash,0
25 06 2020,Bid foiled to smuggle medicines to Afghanistan,0
25 06 2020,Isa’s wife says her family is receiving threats,0
25 06 2020,Ministry told to devise system to address overseas Pakistanis’ grievances,0
25 06 2020,PIA to ground 150 pilots with ‘dubious licences’,0
25 06 2020,"Talk to opposition, Saad Rafique advises PM",0
25 06 2020,Senate rejects cut in its budget as unconstitutional,0
25 06 2020,BHC voids Hafeez Sheikh’s appointment as NFC member,0
25 06 2020,The petrol fiasco,0
29 06 2020,Pakistan launches electric vehicle plan with cars in slow lane,1
29 06 2020,Bilal Maqsood's new song was written by Anwar Maqsood,1
29 06 2020,"I'll be working with three of Pakistan’s most loved brands, says Ertugrul's Esra Bilgic",1
29 06 2020,All 4 terrorists killed in attempt to storm Pakistan Stock Exchange compound in Karachi: Rangers,1
29 06 2020,"While Pakistan learnt to rely on itself for defence, financial dependence remains a habit",1
29 06 2020,Opposition criticises budget just for point scoring: govt,1
29 06 2020,SC asked to nullify high court’s order on sugar probe report,1
29 06 2020,Punjab plans housing project for low-income families,1
29 06 2020,Govt trying to uplift mining sector: Alyani,1
29 06 2020,"Balochistan PA passes budget, rejects cut motions",1
29 06 2020,"Rain, hailstorm damage crops, orchards in several districts",1
29 06 2020,Drastic changes to health reforms law proposed again,1
29 06 2020,KP govt denies Rs43 billion funds to local bodies,1
29 06 2020,SC to take up plea for urgent hearing of Pearl case today,1
29 06 2020,Elections for GB Legislative Assembly set for Aug 18,1
29 06 2020,"Differences exist, but PML-Q will back govt in budget vote",1
14 07 2020,3 soldiers martyred in firing by terrorists in Balochistan's Panjgur: ISPR,0
14 07 2020,FM Qureshi discharged from hospital after 10 days following Covid-19 treatment,0
14 07 2020,"Cable operators protest KE's 'stubbornness' by suspending TV, internet services in 5 cities in Sindh",0
14 07 2020,Saba Qamar is outing the rishta brigade in new video,0
14 07 2020,Senate human rights panel green-lights Zindagi Tamasha's release,0
14 07 2020,Hadiqa Kiani collaborates with Turkish singer for a tribute to Kashmiri martyrs,0
14 07 2020,"SC sets aside SHC stay order, allows govt to take action against sugar mill owners",0
14 07 2020,Who owns groundwater in water-stressed Pakistan?,0
14 07 2020,Yasir Hussain questions Esra Bilgic as brand ambassador for Q mobile,0
14 07 2020,How did Uzair Jan become Sardar Uzair Baloch?,0
14 07 2020,Probe into minor bride’s death after autopsy report,0
14 07 2020,"Women MPAs decry delay in legislation on child marriage, domestic violence",0
14 07 2020,Covid-19 kills more men than women in KP: report,0
14 07 2020,Five Islamabad sectors still considered hotspots for coronavirus,0
14 07 2020,Govt preparing SOPs for dine-in services: Babar Awan,0
14 07 2020,Infant in Attock diagnosed with poliovirus strain for which vaccinations halted in 2014,0
14 07 2020,"NCOC advice needed to open OPDs in capital, NA told",0
14 07 2020,"M-11 deadly for road users in absence of police, law enforcement",0
14 07 2020,LHC seeks reply from NAB on PTI MPA’s plea,0
14 07 2020,Marriage hall owners in Lahore demand resumption of business,0
14 07 2020,Ensuring physical distancing: Only 100 MPAs to attend Punjab Assembly session tomorrow,0
14 07 2020,"Toshakhana reference against Nawaz: Court notices displayed at Jati Umra, Model Town",0
14 07 2020,Karachi mayor orders completion of last year’s uplift projects on priority,0
14 07 2020,"Vaccinators’ sit-in demands govt review pay scale, pay dues",0
14 07 2020,Federal ministers ask PPP chief to answer questions about corruption,0
14 07 2020,SHC dismisses bail plea of alleged gangster,0
14 07 2020,"Bilawal lashes out at Imran, PTI govt for being ‘most corrupt’",0
14 07 2020,Balochistan bans commercial plazas in residential areas,0
14 07 2020,Agencies can’t be barred from proceeding against sugar barons: IHC,0
14 07 2020,FAO distributes Kharif crop packages in Khyber Pakhtunkhwa,0
14 07 2020,Senate panel opposes involving judiciary in CEC’s appointment,0
14 07 2020,"Scheme for welfare of mothers, newborns soon",0
14 07 2020,Lawmakers urge govt to give subsidies on farm inputs,0
14 07 2020,Bill to cut provincial share in NFC Award rejected,0
14 07 2020,NCOC allows more but small cattle markets,0
14 07 2020,Threat of Omani airspace ban looms over PIA,0
18 07 2020,"Polio vaccination drive to commence from July 20, Covid-19 SOPs to be strictly followed: SAPM Zafar Mirza",0
18 07 2020,Karachi rains took me back to 1995 when water came flooding in and we took turns sleeping on a charpai,0
18 07 2020,Pakistan summons Indian envoy to protest LoC ceasefire violation that left 2 injured,0
18 07 2020,Police arrest 4 men for destroying ancient Buddha statue found during construction in Mardan,0
18 07 2020,Aijazz Aslam pairs up with Saheefa Jabbar for Log Kia Kahenge,0
18 07 2020,Post-Intensive Care Syndrome and Covid-19: Crisis after a crisis?,0
18 07 2020,Why work with one celebrity when you could work with ten?,0
18 07 2020,Is there any valid explanation for our aviation mess?,0
18 07 2020,Buzdar determined to fight off ‘conspiracies’,0
18 07 2020,Cop gets PhD in Chemistry on the job,0
18 07 2020,Drap ordered to ensure sale of Covid drugs on controlled prices,0
18 07 2020,"Treasury, opposition keep up protest tradition",0
18 07 2020,Polio campaign resumes in Punjab on 20th,0
18 07 2020,Orange Line train operations may take another three months,0
18 07 2020,Education: PTI’s plan exposed,0
18 07 2020,Two KP policemen appear before torture probe panel,0
18 07 2020,Tourism restrictions likely to be lifted after Eid: KP CM,0
18 07 2020,‘Plant for Pakistan’ campaign launched in several KP districts,0
18 07 2020,KP legislates to delay local body elections until Aug next year,0
18 07 2020,‘Tourism ban in Murree to be taken up before NCOC’,0
18 07 2020,Omani airliner to operate six flights to Pakistan,0
18 07 2020,Committee proposes relocation of Kavaan to sanctuary in Cambodia,0
18 07 2020,"‘14,027 Covid-19 patients recovered overnight’",0
18 07 2020,"Vaccinated, sterilised dogs found poisoned to death in Karachi's Clifton",0
18 07 2020,PPP condemns centre’s decision to give subsidy to wheat importers,0
18 07 2020,Provinces directed to check rising poultry prices,0
18 07 2020,"In green jobs boost, communities get bigger role running national parks",0
18 07 2020,IHC seeks record of Nepra chairman’s appointment,0
18 07 2020,"225,000 stranded Pakistanis brought back home, Imran told",0
18 07 2020,"PM wants to facilitate Jadhav, claims Bilawal",0
18 07 2020,Green Pakistan guarantees prosperous future: Imran,0
18 07 2020,"Locust breeding has started in Nara, Tharparkar and Cholistan: FAO",0
18 07 2020,PPP wants to know Ehsanullah Ehsan’s status,0
18 07 2020,SHCBA moves SC for review of Justice Isa verdict,0
18 07 2020,Stay orders obtained by sugar barons being vacated: PM aide,0
18 07 2020,Minister surprised at high wheat flour price after harvest,0
18 07 2020,15 more pilots suspended for having dubious licences,0
27 07 2020,Online education startup Airschool launched,0
27 07 2020,"'It could've been worse,' says Sindh govt as 2nd day of rain kills 3, turns Karachi roads into rivers",0
27 07 2020,"Federal govt orders formal investigations, action against 'sugar cartel'",0
27 07 2020,Punjab govt imposes 'smart lockdown' from midnight till August 5,0
27 07 2020,Iqra Aziz's drama Jhooti disregards victims of domestic abuse,0
27 07 2020,Centre transfers Fazl's brother back to KP days after his appointment as DC Karachi Central,0
27 07 2020,The duel between centre and provinces,0
27 07 2020,"South Korea to provide $800,000 aid for fight against Covid-19",0
27 07 2020,PPP demands resignation of NAB chairman,0
27 07 2020,Balochistan minister booked over social media activist’s murder,0
27 07 2020,Balochistan to introduce vessel monitoring system,0
27 07 2020,SC wants rights of disabled people safeguarded,0
27 07 2020,Ministries told to assess employees’ performance,0
27 07 2020,Private schools in Swat to reopen on Aug 15,0
27 07 2020,"Juvenility no licence to commit heinous offence, rules PHC",0
27 07 2020,KP govt likely to stop admitting Covid-19 patients to MTIs,0
27 07 2020,"Woman, husband arrested for staging son’s kidnapping in Rawalpindi",0
27 07 2020,Rawalpindi registers lowest ever new Covid-19 cases,0
27 07 2020,Punjab to impose ‘smart lockdown’ ahead of Eid,0
27 07 2020,Man dies of rabies two months after dog bite in Narowal,0
27 07 2020,Government College University VC in Lahore orders probe into sexual harassment case,0
27 07 2020,Centre must help now to eliminate locusts: Rahu,0
27 07 2020,PTI backs demand for Rangers’ deployment in Dadu,0
27 07 2020,MNA raps centre for slashing provinces’ share in NFC,0
27 07 2020,"Viral hepatitis more lethal than Covid-19, claims over 300 deaths daily: experts",0
27 07 2020,PM’s policies brought turnaround in Covid-19 situation: aides,0
27 07 2020,Widespread criticism over rationale for new law to ‘protect’ Islam,0
27 07 2020,The Analytical Angle: Voluntary compliance with Covid-19 control measures is crucial now,0
29 07 2020,Govt gets two FATF-related bills passed through NA amid opposition protest,-1
29 07 2020,Covid-19 and the Pakistani Consumer,-1
29 07 2020,"For aspiring actors looking for stardom, Karachi is the city of opportunities",-1
29 07 2020,Blasphemy accused gunned down inside courtroom at Peshawar Judicial Complex,-1
29 07 2020,Editorial: Will any of the political players that milk Karachi step forward and do what is needed?,-1
29 07 2020,Pakistan's economic policies don't work because they are divorced from ground realities,-1
29 07 2020,First child court in tribal districts after Eid,-1
29 07 2020,Owners announce private schools to reopen on Aug 15,-1
29 07 2020,PTI activist killed as ex-minister opens fire in jirga,-1
29 07 2020,Opposition accuses provincial govt of giving away funds to MNAs,-1
29 07 2020,Conscious effort being made to promote inclusive education using technology: minister,-1
29 07 2020,"Ministry’s 3,000 pensioners to mark Eid without pensions",-1
29 07 2020,Interior ministry criticised for delaying notification outlawing domestic child labour,-1
29 07 2020,"Pindi administration, traders agree  on observing eight-day lockdown",-1
29 07 2020,NAB accused of faulty probe: Court solicits law to shift Jang editor from hospital to jail,-1
29 07 2020,Civic issues rile Buzdar during round of city,-1
29 07 2020,Medical report declares Nawaz ‘high-risk patient’,-1
29 07 2020,"City drains not cleaned since 2018, says mayor",-1
29 07 2020,Coronavirus and the villages,-1
29 07 2020,Raees Mama indicted in DMC officer’s murder case,-1
29 07 2020,PMA fears spike in coronavirus cases if SOPs not followed on Eid,-1
29 07 2020,Murad seeks plan to prevent flooding in Karachi after rains,-1
29 07 2020,Registration of cases ordered against Balochistan govt officials,-1
29 07 2020,Body formed to probe cases of suspended pilots,-1
29 07 2020,Cabinet forms panel to probe recent petroleum shortage,-1
29 07 2020,Centre’s power to post top bureaucrat in provinces challenged,-1
29 07 2020,"NAB approves fresh references against  Shahbaz, ex-PM Abbasi",-1
30 07 2020,US urges Pakistan to act after American blasphemy accused shot dead in Peshawar court,0
30 07 2020,Pak Army called in to assist civil admin in addressing urban flooding in Karachi: ISPR,0
30 07 2020,Tending orchards in Thar desert — without flowing water,0
30 07 2020,PTA lifts ban on PUBG after meeting company representatives,0
30 07 2020,"Senate passes Anti-Terrorism Act, UNSC amendment bills",0
30 07 2020,Shehzad Roy reveals being tested positive for Covid-19,0
30 07 2020,Try this mango iced tea and trifle before they go out of season,0
30 07 2020,Red Zone Files: Ripples of resignations,0
30 07 2020,"As Eid approaches, we should be thankful for averting the catastrophe we feared",0
30 07 2020,Pak-Afghan border opened for two days,0
30 07 2020,Aviation division seeks FIA help to trace employees involved in pilots’ dubious exam,0
30 07 2020,"Row between engineering council, AGP over audit of accounts",0
30 07 2020,Opposition in Senate assails frequent use of ordinances,0
30 07 2020,CM unveils Rs29bn economic recovery plan today,0
30 07 2020,Two police officials martyred in Charsadda attack,0
30 07 2020,WHO concerned over decrease in Covid-19 testing in KP,0
30 07 2020,NAB Rawalpindi recovers nearly Rs2bn in plea bargain,0
30 07 2020,Lioness dies while being moved to Lahore sanctuary,0
30 07 2020,230 sacrificial animals confiscated in Rawalpindi,0
30 07 2020,Court restrains CAA from taking action against pilot,0
30 07 2020,PM tasks NDMA chief with getting rain-hit Karachi cleaned up,0
30 07 2020,"Plea against advisers, SAPMs: Govt batting on wet, grassy pitch: LHC CJ",0
30 07 2020,"Shopkeepers violating lockdown thrashed, arrested in Faisalabad",0
30 07 2020,No new virus case reported in 19 dists of Punjab,0
30 07 2020,Casual attitude towards Covid-19 in Pakistan remains cause for concern: study,0
30 07 2020,Rs463 million released for rain emergency: CM,0
30 07 2020,"CTD threatened witness to testify against two JeM men, ATC told",0
30 07 2020,Battling Covid-19: What Pakistan actually needs instead of victory speeches,0
12 08 2020,Release of Kaavan the elephant reignites zoo debate in Pakistan,1
12 08 2020,Monsoon floods expose blockages in Karachi's drains — and politics,1
12 08 2020,Women journalists demand protection from 'vicious' social media attacks by 'people linked to govt',1
12 08 2020,"FIR registered against Maryam, PML-N workers for clash outside NAB Lahore office",1
12 08 2020,Bilal Saeed and Saba Qamar's Qubool out now,1
12 08 2020,Noted Urdu poet Rahat Indori dies at 70,1
12 08 2020,Editorial: The situation between NAB and PML-N was ripe for confrontation,1
12 08 2020,The pandemic depression,1
12 08 2020,Sindh refutes federal minister’s statement on gas,1
12 08 2020,CM calls for making NOC mandatory for major projects,1
12 08 2020,SC moved to declare appointment of PM’s aides illegal,1
12 08 2020,"PM talks to Gates, emphasises resumption of anti-polio drive",1
12 08 2020,"Zoo animals’ death: IHC issues show-cause notices to minister, officials",1
12 08 2020,"Govt, opposition reach consensus on six FATF-related bills",1
12 08 2020,Govt proposes PA panel on payments’ denial by centre,1
12 08 2020,Police action against Maryam Nawaz political revenge: ANP,1
12 08 2020,"At last, BRT buses to hit the road tomorrow",1
12 08 2020,Opposition leader to announce date for MPC: PPP,1
12 08 2020,Cleric accused of uploading anti-judiciary video seeks bail,1
12 08 2020,Punjab govt closes down Covid-19 wards in three Rawalpindi hospitals,1
12 08 2020,SOPs for educational institutions issued,1
12 08 2020,Buzdar meets PM ahead of NAB appearance,1
12 08 2020,"PTI labour wing urges PM to take notice of Hesco’s ‘inefficiency, wrongdoings’",1
12 08 2020,"KE comes under fire in Supreme Court over loadshedding, deaths from electrocution",1
12 08 2020,Pakistan urges US to help de-escalate tensions with India,1
12 08 2020,Commanders call for early start of intra-Afghan dialogue,1
12 08 2020,Centre says Punjab govt behind subsidy plan failure,1
12 08 2020,Cabinet plans legislation to outsource airports,1
12 08 2020,"Police, PML-N workers clash outside Lahore NAB office",1
15 08 2020,"Review: Watch Churails for the catharsis, not for the politics",0
15 08 2020,Want to travel the world? Here's how to do that without leaving your homes,0
15 08 2020,"Envoy discuses Pak-Saudi ties with Buzdar, PML-Q leaders",0
15 08 2020,The unexplored Ansoo Lake of Kaghan valley,0
15 08 2020,"Two held for beating up BRT guards, more arrests to follow",0
15 08 2020,Two more Covid-19 deaths as KP braces for micro smart lockdown,0
15 08 2020,False ceilings at Islamabad International Airport fall during downpour,0
15 08 2020,BJP’s Hindutva agenda to disintegrate India: AJK president,0
15 08 2020,Woman booked for allegedly murdering her two daughters in Rawalpindi,0
15 08 2020,Shahbaz to PM: politics of victimisation must end,0
15 08 2020,CCPO blames PML-N for violence outside NAB Lahore office,0
15 08 2020,"Bicycles, classic cars, warships — Azadi celebrations on all fronts in Karachi",0
15 08 2020,Policeman shot dead in suspected sectarian attack in Karimabad,0
15 08 2020,Over 20 hurt in aerial firing in Karachi city,0
15 08 2020,"Wary of centre’s plan, Bilawal asserts Sindh govt’s control over Karachi",0
15 08 2020,"Posthumous Nishan-i-Imtiaz for Sadequain, Ahmad Faraz",0
15 08 2020,"Five injured, FC van damaged in two Balochistan explosions",0
15 08 2020,"Appointment of judges in SHC, lower judiciary challenged",0
15 08 2020,Alvi lauds nation’s steadfastness against challenges,0
28 08 2020,"Yet another monsoon spell to bring more rain to Sindh, Balochistan from Saturday: Met",1
28 08 2020,"No more gaslighting: Karachiites on Twitter call out govt, debunk and discard 'resilience' label",1
28 08 2020,NAB arrests firm’s CEO on corruption charges,1
28 08 2020,Shahbaz family members summoned in money laundering case,1
28 08 2020,At least 16 killed as heavy rain triggers flash floods in parts of KP,1
28 08 2020,Saeed Ghani shared visuals of 'clear thoroughfares from Thursday' and Karachiites are not having it,1
28 08 2020,Buzdar makes completion of Ravi river front project top priority,1
28 08 2020,Teacher found guilty of sexually harassing students at Lahore college,1
28 08 2020,Most ex-Fata village councils lack sanitation facility,1
28 08 2020,GBLA polls sought before Nov 20,1
28 08 2020,10 more die as major parts of Karachi remain powerless a day after record rain,1
28 08 2020,Karachi sees unparalleled disaster as rain sinks industrial units,1
28 08 2020,NAB: The beginning of the end?,1
28 08 2020,FO blames India for obstructing implementation of ICJ verdict on Jadhav,1
28 08 2020,Farogh seeks opposition support on FATF bills,1
28 08 2020,Pakistan may import red kidney beans from Ethiopia: minister,1
28 08 2020,Record torrential rain pours misery on Karachi,1
28 08 2020,Govt challenges SHC decision on sugar inquiry body,1
28 08 2020,Population along Jhelum River evacuated amid high flood warning,1
28 08 2020,Provinces asked to expedite applications for housing,1
28 08 2020,NAB submits new rules to SC,1
28 08 2020,"Allowing Nawaz to leave was a 'mistake', says PM Imran",1
28 08 2020,Jinnah helped create a new state but its citizens could not uphold its values,1
28 08 2020,What really caused the floods in Karachi?,1
30 08 2020,Youm-i-Ashura observed nationwide amid tight security,1
30 08 2020,Smokers' Corner: The politics of the 'religious' parties,1
30 08 2020,A broken Karachi is not going to be in anyone’s long-term interest,1
30 08 2020,Covid-19: How did Pakistan avert disaster?,1
30 08 2020,Bilawal asks ministers to stay on roads till water is drained out,1
30 08 2020,Panels formed to monitor rights situation in districts,1
30 08 2020,Traffic restored on KKH after clearing of landslides in Kohistan,1
30 08 2020,Nine hurt as factory roof collapses in Karak,1
30 08 2020,Ombudsman calls for early completion of govt housing projects,1
30 08 2020,Three held for posting hate material on social media,1
30 08 2020,Owners of land acquired for Daducha Dam want increase in compensation,1
30 08 2020,Three dengue cases reported in Rawalpindi,1
30 08 2020,Floods wreak havoc across Punjab; more thundershowers forecast,1
30 08 2020,Pakistan will continue to have good ties with Saudi Arabia: Qureshi,1
30 08 2020,Punjab witnesses constant drop in Covid cases,1
30 08 2020,"Thousands of marooned villagers across Kachho belt without food, water for five days",1
30 08 2020,Street protests against KE over 40-hour-long power failure,1
30 08 2020,Sindh loses 0.5m cotton bales to rains,1
30 08 2020,Emergency declared in nine Balochistan districts,1
30 08 2020,Holding on to the tradition of setting up sabeels,1
30 08 2020,US grieved over loss of lives in Pakistan rains,1
30 08 2020,Officials involved in fraud must face dismissal: SC,1
30 08 2020,"Justice Isa’s wife seeks income tax details of PM, others",1
30 08 2020,Shujaat asks PM to visit crisis-hit Karachi,1
30 08 2020,Parties seek written deal before opposition conference,1
31 08 2020,In pictures: Karachi still crying for help four days after rain disaster,1
31 08 2020,PMD issues significant flood warning for northern parts of the country,1
31 08 2020,Momal Sheikh is now a mama to a baby girl,1
31 08 2020,Hours-long protest outside Karachi's CBC ends but residents' concerns remain unresolved,1
31 08 2020,Pemra suspends TV channel's licence,1
31 08 2020,Pakistan strongly condemns desecration of Quran in Sweden and Norway,1
31 08 2020,Iranian cinema allows for a glimpse of a country we rarely get to see,1
14 09 2020,Rapists should be publicly hanged or chemically castrated: PM Imran,-1
14 09 2020,Armeena Khan is returning to the small screen after a 3 year break,-1
14 09 2020,FO summons Indian envoy over 'mysterious' deaths of 11 Pakistani Hindus in Jodhpur,-1
14 09 2020,Hamza Ali Abbasi has cancelled his Netflix subscription and thinks you should too,-1
14 09 2020,Lahore CCPO apologises for remarks blaming motorway gang-rape victim,-1
14 09 2020,Punjab govt should apologise to nation for CCPO's remarks: LHC,-1
14 09 2020,"I enjoyed Tenet, even if I’m not sure I understood most of it",-1
14 09 2020,Pindi hospital launches probe after couple handed over wrong child's body,-1
14 09 2020,"FATF-related, other bills likely to be tabled in NA, Senate",-1
14 09 2020,"In harm's way: To save lives, Pakistani doctors risk their own every day",-1
14 09 2020,Foreign Office needs reform,-1
14 09 2020,Refusals against polio vaccination haunt KP children,-1
14 09 2020,Senior PTI leader shot dead in Haripur,-1
14 09 2020,PPP demands policy for miners’ safety,-1
14 09 2020,High prices of PHA housing units disappoint people,-1
14 09 2020,Better upkeep of minorities’ religious places ordered,-1
14 09 2020,"Sessions judge, MPA’s husband land in Islamabad police station",-1
14 09 2020,PTMA turns down CDA’s request to run six buses on IIA route,-1
14 09 2020,Slow-moving universal vehicles registration system riles motorists,-1
14 09 2020,"1 arrested, another booked in rape incidents in Toba Tek Singh",-1
14 09 2020,Sarwar says delay in motorway deployment should be probed,-1
14 09 2020,Schedule for reopening schools in Punjab issued,-1
14 09 2020,Police save alleged blasphemer from charged mob,-1
14 09 2020,SHC orders setting up of campus of Benazir varsity in every division,-1
14 09 2020,"Bureaucrats, army officer to oversee PM’s Rs1.1tr Karachi uplift plan",-1
14 09 2020,Alyani orders enforcement of speed limit,-1
14 09 2020,Minority community man goes missing in Dalbandin,-1
14 09 2020,"Arrangements made for reopening of schools, colleges",-1
14 09 2020,Little-known Toshakhana garnering spotlight,-1
14 09 2020,PPP asks federal govt to release Sindh’s share of NFC Award,-1
14 09 2020,PTI govt must quit over motorway incident: PML-N,-1
14 09 2020,Jamaat decides to keep away from opposition conference,-1
14 09 2020,"Rape co-suspect courts arrest, seeks DNA test",-1
18 09 2020,"YDA enraged at termination of doctor over abusing, threatening fellow female professional",0
18 09 2020,Sindh delays resumption of classes for secondary students by a week over virus fears,0
18 09 2020,Incarcerated Hamza taken to Lahore hospital for checkup after contracting Covid,0
18 09 2020,UN enlists Malala Yousafzai and Beyonce for film on global issues,0
18 09 2020,Anoushey Ashraf's Believe Women initiative is as important as it is heartbreaking,0
18 09 2020,5 more relatives of key suspect in motorway gang-rape picked from Kasur village,0
18 09 2020,Jehangir Tareen rejects FIA summons in sugar scam probe,0
18 09 2020,The pandemic has had a very significant and negative impact on women working in the informal sector,0
18 09 2020,Editorial: The decision to abolish departmental cricket may not prove to be such a wise step,0
18 09 2020,Pappu and politics,0
18 09 2020,Sealing of two schools recommended after detection of virus cases,0
18 09 2020,First police station opens in Tirah,0
18 09 2020,Probe sought into BRT buses fire incidents,0
18 09 2020,PHC to decide Imran disqualification case next month,0
18 09 2020,Efforts underway to develop system for Covid-19 vaccine distribution in Pakistan,0
18 09 2020,"IHC summons adviser, police officials over deteriorating law, order in Islamabad",0
18 09 2020,LHC bans polythene bags in Punjab,0
18 09 2020,Another spell of heavy rainfall adds to Kachho residents’ woes,0
18 09 2020,"Several schools, colleges in Sindh sealed for SOPs’ violation",0
18 09 2020,Turkey offers to assist in starting tram service in Karachi,0
18 09 2020,Children suffering from malnutrition given mineral-enriched food,0
18 09 2020,"Nine polio cases found in Punjab, Balochistan",0
18 09 2020,Zardari challenges confiscation of Toshakhana vehicles,0
18 09 2020,Girl kills herself after rape attempt in Bahawalpur,0
18 09 2020,Money taken from corrupt to be spent on education: PM,0
18 09 2020,"PTV chairman, six directors, DRAP chief shown the door",0
18 09 2020,Moot seeks changes in rules for judges’ appointment,0
06 10 2020,Inside Adnan Siddiqui's visit to the tomb of Ertugrul Ghazi,-1
06 10 2020,Chaiwala Arshad Khan just opened his own cafe in Islamabad,-1
06 10 2020,"Pemra asks broadcasters, advertisers to review biscuit ad following complaints",-1
06 10 2020,Editorial: Politicians from both the ruling party and opposition have lost sight of the bigger picture,-1
06 10 2020,"Wasim Akram, Shaniera Akram lament the state of Karachi’s Seaview beach",-1
06 10 2020,Does it matter if the entire show of the opposition’s force is simply to protect personal interests?,-1
06 10 2020,Minister hints at barring opposition rallies across country,-1
06 10 2020,"Shahbaz’s arrest, inflation top agenda as opposition requisitions NA session",-1
06 10 2020,Bhootani opposes NLC project in Gwadar,-1
06 10 2020,"Call for modernising farm, livestock sectors",-1
06 10 2020,PM asks aides for roadmap to end stunting,-1
06 10 2020,Accountability court indicts Zardari in two references,-1
06 10 2020,"PDM shifts venue, date for its first anti-govt show",-1
06 10 2020,"Marriage halls, restaurants becoming Covid hubs: minister",-1
06 10 2020,Govt may open other volumes of JIT report in Panama Papers case: minister,-1
06 10 2020,Centre launching five-year uplift plan for Gilgit-Baltistan,-1
06 10 2020,"NAB reviews progress in Malam Jabba, tree tsunami cases",-1
06 10 2020,Centre move to take over Sindh islands slammed,-1
06 10 2020,Fourth wild poliovirus case in DG Khan,-1
06 10 2020,"Chohan blames Sindh govt for wheat, flour crises",-1
06 10 2020,"Sedition case: PML-N turns into defiant mode, refuses to seek pre-arrest bails",-1
06 10 2020,Shahbaz complains of ‘inhuman’ treatment in custody,-1
06 10 2020,"Process of MBBS, BDS admissions badly affected by PMC Act, says Dr Pechuho",-1
06 10 2020,Call for making Karachiites partners in re-planning of metropolis,-1
06 10 2020,Bahria Town accused of trying to occupy land of Malir’s goths,-1
06 10 2020,Centre to invest Rs20 billion in Pesco to end loadshedding,-1
06 10 2020,"Khyber Medical College closes campus, hostels over Covid cases",-1
06 10 2020,Supreme Court expresses concern over environmental degradation in KP,-1
06 10 2020,AGPR told to restore benefits of former FIA official,-1
06 10 2020,Decision on NAB plea against acquittal of PM’s adviser reserved,-1
06 10 2020,KCR project to be revived in three phases: minister,-1
06 10 2020,CDA finalises Rs2bn project to rehabilitate parts of Islamabad,-1
08 10 2020,Pakistan's K-pop tribe keeps growing. Just what about Korean content makes it so alluring?,0
08 10 2020,Facebook post on 'another possible motorway incident' inside KU premises causes outrage on social media,0
08 10 2020,"15 years after the 2005 earthquake, students in Battagram continue to suffer",0
08 10 2020,"'Imran's selectors' will have to answer for country's situation today, says Nawaz",0
08 10 2020,Jannat Mirza becomes the first Pakistani on TikTok to hit 10 million followers,0
08 10 2020,"SHC issues notice to provincial, federal authorities on petition challenging island ordinance",0
08 10 2020,"Born without arms, Pakistani snooker player masters the game",0
08 10 2020,"India pushing terrorist outfits in cross-border attacks, Pakistan tells UN",0
08 10 2020,Pakistani celebs speak up in support of Churails,0
08 10 2020,Editorial: Controversy around two Karachi islands calls for far more transparency than currently on display,0
08 10 2020,Red Zone files: Emergence of the other troika,0
08 10 2020,Raw deal for missing persons,0
08 10 2020,Anniversary of 2005 earthquake to be marked today,0
08 10 2020,219 objections filed over delimitation of local councils,0
08 10 2020,"KP cabinet okays cheap electricity for agriculture, industries",0
08 10 2020,PAC directs CDA to settle dispute about Grand Hyatt plot,0
08 10 2020,Covid-19 can spread rapidly in winter: NIH,0
08 10 2020,Inquiry underway against Sheikh Anser Aziz: NAB,0
08 10 2020,"Zubair, Tarar offer arrest to police in sedition case",0
08 10 2020,Hina Jilani nominated for prestigious rights award,0
08 10 2020,"Mufakhar, two others indicted in Tatla murder case",0
