,Date,SBP Press Release
10,2006-11-29 00:00:00+00:00,"29"" November, 2006

STATE BANK INVITES FEEDBACK ON DRAFT
GUIDELINES FOR FISHERIES FINANCING

The State Bank of Pakistan has formulated Draft Guidelines for fisheries
financing. These guidelines are aimed at increasing the flow of credit to fisheries
sector that promises rich returns to the fishermen, banks and the economy as a
whole; ensuring enhanced and sustained access of affordable financial services to
fisheries sector, attracting investment in infrastructure and fish processing units,
thereby substantially increasing fish catch both from marine as well as from fresh
waters and also by encouraging pond fish production.

It may be pointed out that fishery is an important sub-sector of agriculture. It has
great potential and can play a significant role in the national economy by contributing
towards food security of the country and reducing pressure on demand for mutton, beef
and poultry.

The draft guidelines have been sent to the key stakeholders including
Pakistan Banks Association, Banks, Chambers of Agriculture, Fisheries
representatives, Ministry of Food, Agriculture and Livestock (MINFAL) and
Provincial Agricultural, Livestock & Fisheries Departments for comments and
feed back by 10"" December, 2006.

A copy of the guidelines has also been placed on SBP website
www.sbp.org.pk for comments and feedback of the general public and all
concerned. The comments may be mailed to Director, Agricultural Credit
Department, State Bank of Pakistan, I.I. Chundrigar Road, Karachi or sent
electronically at kamran.akram@sbp.org.pk latest by 10'"" December, 2006.
"
11,2006-11-01 00:00:00+00:00,"4

  

WHINY
ae

 

September 9, 2006

Facilitation of Home Remittances to Pakistan

The Governor, State Bank of Pakistan, Dr. Shamshad Akhtar chaired a meeting of
Heads of Commercial Banks at SBP, Karachi today to discuss the issues related to
transmission of funds from overseas Pakistanis to their families back home. In her
opening remarks, the Governor underscored to the participants that the facilitation of
cheap, safe and speedy transmission of funds from overseas Pakistanis to their
families is on the active agenda of the Government and State Bank of Pakistan. The
movement of funds through informal channels represents both a loss of revenue for
financial services providers, and a welfare loss for remitters who are forced to send
money home via risky, costly and otherwise inefficient remittance channels. The
formalization of this market would be both pro-poor and welfare enhancing for the
economy as a whole.

She further cited the examples of various other labour-sending countries like
Philippines where through a joint effort of public and private sector, the overseas
migrants have been phenomenally facilitated in transmission of their incomes back to
their families.

The participants were given a brief presentation by Exchange Policy Department
of State Bank on recent international efforts and practices being followed by banks in
various other developing countries to facilitate the flow of remittances. In turn, the
Heads of Commercial Banks apprised the Governor about the problems they face in
overseas jurisdictions in providing remittance services to overseas Pakistanis. Some
of the participants also highlighted the need for media campaign to inform the
overseas Pakistanis about the remittance services being offered by commercial banks
of Pakistan.

In her concluding remarks, the Governor State Bank advised the banks to increase
their level of commitment and interest in provision of remittance related services to
overseas Pakistanis and their families. In this respect, she instructed banks to establish
‘Home Remittances Cell’ with dedicated professional personnel including IT experts
and submit to State Bank their annual strategic plan for mobilization of remittances
within four weeks. She also formed a committee headed by President, Habib Bank
Ltd, to interface with other commercial banks in order to ensure swift delivery of
their strategic plans. The State Bank will coordinate with commercial banks closely
and provide the required advice and support to complete their plans to mobilize
additional remittance. At the end, she assured the banks of State Bank’s active
support in discharging the national responsibility of facilitating the remittances by
overseas Pakistanis.

ak RK

 

   
    
   

website : www.sbp.org,
"
12,2006-04-03 00:00:00+00:00,"31° March, 2006

PAKISTAN TO ACHIEVE 28 bn. DOLLARS EXPORT
TARGET BY 2010: DR. SHAMSHAD AKHTAR.

The Governor, State Bank of Pakistan, Dr. Shamshad Akhtar has said that
Pakistan would be able to achieve its target of 28 billion US dollar exports in the year
2010. ‘In view of the past performance shown by Pakistan in exports (exports
increased by 8.6 billion in the past 5 years), a target of 28 billion US dollars in year
2010 was very much possible’, she added.

She made this observation while addressing the Expo 2006 Investment
Conference on ‘Pakistan Export Trends and Structure and Issues of Competitiveness’
which has been jointly organized by the State Bank of Pakistan and the Export
Promotion Bureau at a local hotel in Karachi today.

Dr. Akhtar stressed that export potential is high in areas such as, food
processing and milk processing, seafood, gem stones and software and IT services.
She also said that Pakistan has developed special export zones and clusters. If these
segments are effectively exploited, Pakistan will be able to realize its 2010 target.
She supplemented her optimism by pointing towards the continued foreign flows,
increased public investment for improvement in infrastructure, and greater trade
liberalization in the form of Preferential Trade Agreements. She emphasized that the
Pakistan has a road map for further deepening of reforms and addressing any policy,
legal and regulatory distortions which would ensure the continuation of recent strong
economic performance well into future.

She pointed out that Pakistan’s export structure in terms of share of value
added goods, both in the textile and non-textile sectors, has improved. However, she
also stressed that there is a further room for improvement. She also emphasized on the
importance of diversifying the international export markets of Pakistani products.

The Governor told the conference participants that the effectiveness of macro
economic reforms and the trade policies at the micro level (on firms operating in the
economy) is linked to strengthening of export competitiveness. However, a host of
other factors also impact competitiveness such as: a good business environment;
comparative advantage which a country has in various sectors; elimination of anti
export bias due to preference given to import substitution policies; and whether the
firms can actually combine the various factor inputs in a sophisticated and efficient
manner to come out with high quality products.
"
13,2006-02-28 00:00:00+00:00,"27"" February, 2006

ALL COMMERICAL BANKS TO INTRODUCE BASIC
BANKING ACCOUNTS FROM 1st MARCH, 2006

All commercial banks operating in Pakistan will introduce the Basic Banking
Accounts (BBA) facility from 1 March, 2006. This was decided at a meeting of the
Pakistan Banks’ Association (PBA) held under the chairmanship of the Governor, State
Bank of Pakistan, Dr. Shamshad Akhtar at SBP, Karachi today.

The Basic Banking Accounts facility has the following features:

— The minimum initial deposit will be Rs 1000.

— Will be non-remunerative account.

— No limit on minimum balance. In cases, where balance in BBA remains
‘nil’ for a continuous six-month period, such accounts will be closed.

— No fee for maintaining BBA.

— Maximum two deposit transactions and two chequing withdrawals are
allowed, free of charge, through cash/clearing per month.

— Unlimited, free of charge, ATM withdrawals from the banks’ own
ATMs. In case of withdrawal from BBA through the ATM machines of
other banks, the respective/other bank may recover charges for such
transactions.

— For the existing banking accounts, banks may get the consent of all their
customers whether they wish to maintain a BBA with them or a regular
full service banking account with its accompanying terms and
conditions. In case an account holder does not give his/her consent for a
BBA, his/her account will be treated as a regular full service banking
account.

— Statement of account will be issued once in a year.

It was decided in the meeting that the banks will disclose prominently as to
whether the credit extended by them is on fixed or on floating basis. Banks will print
in bold letters their mark up rates, wherever disclosed, on their forms and
advertisements for the benefit of the customers.

The meeting also decided that banks must inform their customers about the
insurance premium being charged by them on credit cards/ATMs. It was emphasized
by the State Bank that the banks can charge insurance premium only with the written
consent of their customers. The meeting decided to switch over to the new system of
reporting to the CIB as quickly as possible.

The Governor informed the meeting that the technical work on Real Time Gross
Settlement (RTGS) System was advancing steadily. It needs to be accelerated, she
added. The trial run of the system would commence by the middle of this year. She
"
14,2006-08-01 00:00:00+00:00,"31° July, 2006

ADVANCES AGAINST SUGAR: SBP EXTENDS
DEADLINE UPTO 315"" OCTOBER, 2006

The State Bank of Pakistan has extended the deadline of adjusting advances
against the security of sugar stocks upto 31 October, 2006. However, this extension
will only be applicable to such financing facilities whose expiry date is after 31% July,
2006.

A decision to this effect was taken by the Governor, State Bank of Pakistan,
Dr. Shamshad Akhtar who chaired two separate meetings of the Chief Executives of
banks/DFIs and a delegation of Pakistan Sugar Mills Association (PSMA) at SBP
Karachi today.

Both the banks and the PSMA pointed out to the SBP Governor that the Sugar
Mills had not been able to liquidate their advances till 31 July, 2006 due to a number
of problems being faced by the millers. They said that as per normal cycle loans
against sugar are generally repaid by October every year

The PSMA delegation welcomed the decision of the Governor for extending
the deadline. The delegation assured the Governor that the advances against sugar
stocks would definitely be liquidated by the extended deadline.

The Governor asked the banks/DFls to reduce their loans by 1/3""? every month
to ensure full adjustment of their advances against the security of sugar stocks by the
extended deadline i.e. 31 October, 2006. She said the progress in this respect will be
closely monitored by the State Bank through the weekly statements which banks/DFIs
would submit to it (SBP).

The Governor also allowed the banks/DFIs to extend financing facilities
against the securities of imported sugar without 50% cash margin requirement. But
she pointed out that such financing should be adjusted within 45 days of the
disbursement of funds.

BPD Circular No.10 dated 31"" July, 2006 issued in this regard to the

presidents/chief executives of all banks is enclosed.

oie ok ook 2k ee
"
15,2006-12-05 00:00:00+00:00,"5"" December, 2006

 

STATE BANK’S INITIATIVES FOR THE PROMOTION OF EXPORTS

In an effort to support the country’s major export sector, SBP has been implementing few

incentives to the sector offered both by SBP and the Government. This has involved reduction in

refinance rates under Export Finance Scheme (EFS), debt swap option under rates and the Long

Term Finance Scheme for Export Oriented Projects (LTF-EOP), and Research & Development

support. The initiatives have significant industry wide implications for sustaining export

momentum with the following encouraging results:

()

(ii)

(iii)

Export refinance of Rs 137.91 billion was released to banks during the period July
01, 2006 to 18"" November 2006 as against Rs 120 billion released during the same
period last year. Refinance under EFS is being offered at 6.5% i.e., 4-4.5% below 6-
month KIBOR and has so far resulted in a positive impact of Rs. 1.07 billion during

July-November 2006 for the export sector.

Pursuant to the announcement of the debt swap option under LTF-EOP, SBP has
provided refinance of about Rs 13.86 billion through commercial banks against 107
cases to the value added Textile industry in particular and six sub sectors of the
spinning sector in general. Over & above this, the industry has availed Rs 8.40 billion
under the Scheme for new projects. In aggregate, so far, more than Rs. 22 billion
refinance has been released under this scheme to commercial banks, since its
inception to 2nd December 2006.

Under Research and Development Support (R&D) scheme, all offices of SBP BSC
across the country have cumulatively released Rs 8.8 billion and cleared about
79,000 cases since July 2005. During July-October 2006 alone they processed

20,170 cases involving release of approx. Rs 2.7 billion.

With the above incentives, the industry was expected to rationalize its cost structure and

consequently increase exports. However, it is disappointing to note that exports of the sector

have shown negative growth for the current fiscal year (Jul-Oct 2006) as compared to an increase

of 30% during the corresponding period last year.

RRR RRR IRK
"
16,2006-05-18 00:00:00+00:00,"18"" May, 2006

SBP SETS UP A HIGH POWERED WORKING GROUP
FOR THE IMPLEMENTATION OF RTGS SYSTEM.

The Governor, State Bank of Pakistan, Dr. Shamshad Akhtar has announced
the setting up of a high powered Working Group of leading banks to take care of
technical problems and drawing out the time lines with regard to the implementation

of the Real Time Gross Settlement (RTGS) System in the country.

She was addressing the Chief Executives of Banks and RTGS Coordinators at
a presentation ceremony held at the State Bank of Pakistan, Karachi this afternoon.
She said that this Group will thoroughly review the problems identified by the CEOs
& RTGS Coordinators and would come up with the solutions leading to the successful

implementation of RTGS.

The Governor said that the group would also review the roadmap for the
implementation of RTGS system in the country. ‘We will move forward in a
coordinated manner to successfully implement the RTGS system in the country’ she

added.

Dr. Akhtar also assured the participants that the State Bank would take up the
relevant issues with the PTCL. Both the SBP and the financial industry need to

prepare themselves adequately for eventual adoption of the RTGS.

Earlier, the Project Manager, RTGS, State Bank of Pakistan, Mr. Saeed
Siddiqui made a detailed presentation to the CEOs & RTGS Coordinators on the

RTGS. The presentation ceremony was followed by a lively question-answer session.
"
17,2006-05-17 00:00:00+00:00,"17"" May, 2006

PAKISTAN RECEIVES OVER $3.629 BILLION
AS WORKERS’ REMITTANCES DURING THE FIRST TEN MONTHS
OF THE CURRENT FISCAL YEAR

Pakistan received an amount of $3,629.68 million as workers’ remittances
during the first ten months of the current fiscal year (July 2005 — April, 2006) as
against $3,451.51 million received in the corresponding period of the last fiscal year
registering an increase of $178.17 million or 5.16 per cent. The amount of $3,629.68
million includes $10.81 million received through encashment and profit earned on
Foreign Exchange Bearer Certificates (FEBCs) and Foreign Currency Bearer
Certificates (FCBCs).

Pakistani workers remitted $401.47 million during last month as against
$401.00 million in April, 2005 depicting a slight increase of $0.47 million or 0.12 per
cent.

The inflow of remittances during the first ten months of the current fiscal year
from USA, Saudi Arabia, UAE, GCC countries (including Bahrain, Kuwait, Qatar and
Oman), UK and EU countries amounted to $994.78 million, $584.64 million, $555.84
million, $477.30 million, $346.40 million and $97.06 million respectively as
compared to $1,076.22 million, $506.22 million, $580.87 million, $425.95 million,
$309.99 million and $83.25 million during the corresponding period of the last fiscal
year. Remittances received from Canada, Australia, Norway, Switzerland, Japan and
other countries during July 2005 — April, 2006 amounted to $562.85 million as
compared to $457.27 million in the corresponding period of the last fiscal year.

The monthly average remittances for the period July, 2005 — April, 2006
comes out to $362.97 million as compared to $345.15 million during the same period
of the last fiscal year.

The inflow of remittances into Pakistan from most countries of the world
increased last month as compared to April, 2005. According to the break up, Pakistan
received workers remittances during April, 2006 from USA ($101.24 million), Saudi
Arabia ($69.05million), UAE ($64.59 million), GCC countries including Bahrain,
Kuwait, Qatar and Oman ($47.98 million), UK ($41.05 million) and EU countries
($9.44 million) as compared to the corresponding receipts from the respective
countries during the same month of the last fiscal year i.e. $121.04 million, $57.26
million, $73.04 million, $43.80 million, $39.61 million and $11.16 million.
Remittances received from Canada, Australia, Norway, Switzerland, Japan and other
countries during April, 2006 amounted to $68.00 million as compared to $47.7
million during the same month of the last fiscal year.

sek ae ak ok
"
18,2006-02-28 00:00:00+00:00,"25"" February, 2006

Pakistan Bedwear Exporters Association delegation
holds meeting with Governor, State Bank of Pakistan

A five-member delegation of Pakistan Bedwear Exporters Association (PBEA)
led by its Chairman, Mr. Shabir Ahmed met the Governor, State Bank of Pakistan,
Dr. Shamshad Akhtar at SBP, Karachi today.

The delegation while highlighting the performance of the Association apprised the
Governor of exporters’ concern over the increased cost of financing, which is rendering
the sector non-competitive in comparison to other regional suppliers especially to the
US/EU market. The group proposed a rebate on interest rate for Bedwear Exporters
Association and indicated that India was offering such a facility to its exporters. It
presented a study of Bangladesh and Pakistan bedwear industry.

The SBP Governor pointed out that first, on an overall basis, the export growth
has been quite robust given the support of export refinance and other measures. Second,
the interest cost is one component of the overall cost structure of exports and there are
industry and infrastructure specific constraints, which have more implications of export
competitiveness. Third, the interest rates have been high largely because of the continued
inflationary pressure that stems from a number of factors. From the central bank’s
perspective, we need to continue monitoring the situation, she added.

She emphasized that while broader macro-economic objectives of containment of
inflation are important for the overall growth of the economy, the sector must also
evaluate its own competitiveness/efficiency and strives to find answers to compete with

regional market players with a long term perspective.
Bo 2 ok 2 6 ok
"
19,2006-12-01 00:00:00+00:00,"2"" December, 2006

STATE BANK RELEASES ITS ANNUAL REPORT
FOR THE FISCAL YEAR 2005-2006

The State Bank of Pakistan today released its Annual Report for the fiscal year
2005-06. The Report is in two volumes. Volume-I of the Report contains a
comprehensive review of Pakistan’s economy during the year 2005-06 while Volume
II deals with the performance of the State Bank itself. The Volume-II also contains
the balance sheets of the State Bank and its subsidiaries.

The Governor, State Bank of Pakistan, Dr. Shamshad Akhtar briefed the newsmen
about the salient features of the Report at a press conference held at Karachi this
morning. The following are the highlights of the Report.

HIGHLIGHTS OF STATE BANK’S ANNUAL REPORT 2005-06

1. Pakistan’s economy turned in a strong performance for yet another year in FY06 with
real GDP growth of 6.6 percent remaining higher than the desired long-term average of 6
percent. This was supported by strong growth in exports and private investment and
probably contributed to a further reduction in poverty. The sustained high growth is quite
creditable given the many adverse developments, such as very sharp increase in oil
prices, and the October 2005 earthquake.

2. For the first time in six years, the expansion in broad money (M2) was lower than the
nominal growth of the economy, i.e. the pace of money creation was lower than the
generation of goods and services in the economy. The monetary tightening, coupled with
administrative actions by the government to lower food inflation, helped contain average
CPI inflation within the 8 percent annual target, without prejudice to the country’s long-
term growth momentum.

3. There are however some areas of concern, in particular due to (i) a relatively narrow
growth base, (ii) persisting high inflation, (iii) pressures in fiscal deficit in the backdrop
of a nearly stagnant tax base which has kept the tax/GDP ratio in the 10 to 11 percent
range for over a decade, and (iv) widening of the current account deficit.

4. The policy environment for FY07 is even more challenging as monetary policy is
required to support both a lower inflation target of 6.5 percent in FY07 as well as a higher
real GDP growth. SBP projections suggest that real GDP growth is likely to be close to
the 7 percent annual target in FY07, helped by a recovery in agriculture and industry as
well as yet another robust performance by the services sector.

5. The expansionary fiscal policy in FY07 has compounded the risks to the economy.
Besides adding to inflationary pressures, the Government’s higher funding requirement
"
