,date,news
35553,2018-05-01,"Swat minorities seek worship, burial places"
35554,2018-05-01,Deaths of children after getting polio vaccine panic people
35555,2018-05-01,Another U-turn as PTI govt decides not to present budget
35556,2018-05-01,"PIA to lease four planes for new China, Saudi flights"
35557,2018-05-01,Parliament be made accessible to special persons: Sanjrani
35558,2018-05-01,Chaudhry Nisar to contest elections from NA-59
35559,2018-05-01,Spy agencies told to come up with report on missing scientist
35560,2018-05-01,Sana calls Imran agencies’ agent
35561,2018-05-01,Water shortage in Tarbela dam exceeds official estimates
35562,2018-05-01,Diplomats involved in accidents have immunity: experts
35563,2018-05-01,Suspected LJ leader killed in Mastung operation
35564,2018-05-01,NAB allowed to file material collected by JIT in Avenfield case
35565,2018-05-01,Ministry justifies defence budget hike
35566,2018-05-01,Opposition in Senate rejects budget as unconstitutional
35567,2018-05-01,Nawaz accuses PTI of advancing borrowed agenda
35568,2018-05-01,Mainstreaming of Fata must for its development: PM
35569,2018-05-01,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
35570,2018-05-01,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
35571,2018-05-01,Pakistan cricket squad returns home
35572,2018-05-02,Pakistan to release Indian prisoner with ailing health 'on compassionate grounds'
35573,2018-05-02,Couple shot dead in suspected 'honour killing' in Karachi
35574,2018-05-02,Etihad Airways offers Pakistani stopover passengers free one-night stay in Abu Dhabi
35575,2018-05-02,'Nawabshah may have endured the highest-ever temperature recorded in April on Earth'
35576,2018-05-02,"Backlog of cases, revamping of criminal justice system to be discussed in Judicial Conference"
35577,2018-05-02,"Nawaz owned Avenfield properties while holding public office, IO tells accountability court"
35578,2018-05-02,Pakistan lead annual ICC T20 rankings
35579,2018-05-02,Is Thaigrr the answer to authentic Thai food delivery in Karachi?
35580,2018-05-02,"Katas Raj case: Water worth billions used by cement factories around temple for free, SC notes"
35581,2018-05-02,LHC summons Ahsan Iqbal over speech criticising chief justice
35582,2018-05-02,CJP takes suo motu notice of Hazara killings as leaders call off protest after meeting Gen Bajwa
35583,2018-05-02,SHC issues notice to KE CEO in contempt case over unannounced loadshedding
35584,2018-05-02,"Islamabad most dangerous place to be a journalist in Pakistan, says media watchdog"
35585,2018-05-02,Rao Anwar skips hearing of Naqeebullah case after 'falling ill'
35586,2018-05-02,Khawaja Asif moves apex court against IHC verdict that led to disqualification
35587,2018-05-02,"Given the intensely polarised political atmosphere, the run-up to election has never been trickier"
35588,2018-05-02,Lok Virsa dedicates Labour Day celebrations to Mashal Khan
35589,2018-05-02,Editorial: PM Abbasi needs to fulfil his promise of bringing Fata into the mainstream
35590,2018-05-02,Is there a community more beleaguered in Pakistan than Shia Hazaras?
35591,2018-05-02,PDA guards stop work on security project over row with police
35592,2018-05-02,Over 1.8m KP children out of school
35593,2018-05-02,‘Boycott Murree’ drive launched on social media
35594,2018-05-02,Newly-formed CTF at verge of collapse
35595,2018-05-02,‘We are more than 20 years late in steps being taken for water conservation’
35596,2018-05-02,Sanjrani calls for labour representation in parliament
35597,2018-05-02,Constable becomes first woman to join BDS in Rawalpindi
35598,2018-05-02,ECP ban on hiring affects opening of CCU at BVH
35599,2018-05-02,CM takes notice of tweet against MPA
35600,2018-05-02,Beverage firms told not to use ‘energy’ on drink labels
35601,2018-05-02,Heatwave claims three lives in Dadu district
35602,2018-05-02,‘Delimitation of constituencies to be complete by May 3’
35603,2018-05-02,Workers put forth long-standing demands on Labour Day
35604,2018-05-02,Murad says he has a plan for betterment of children working in shops
35605,2018-05-02,"PPP, MQM-P blame each other for Karachi’s problems"
35606,2018-05-02,‘L J leader’ arrested in Quetta
35607,2018-05-02,Opposition likely to mount strong protest in NA
35608,2018-05-02,Shahbaz apologises for PML-N lawmakers’ remarks against PTI women
35609,2018-05-02,Army hands over Upper Dir check-post to police
35610,2018-05-02,Rowling’s biggest fan in held Kashmir to get a surprise soon
35611,2018-05-02,"ECP to announce poll schedule by end of month, says official"
35612,2018-05-02,Hazara leaders call off protest after meeting army chief
35613,2018-05-02,NAB seeks details of Musharraf’s ‘misuse of authority’
35614,2018-05-02,PML-N to compete against ‘hidden forces’ in elections: Nawaz
35615,2018-05-02,Nawaz breaks his silence on Zardari’s ‘allegations’
35616,2018-05-02,"Hope for talks between India, Pakistan after Track-II meeting"
35617,2018-05-02,Loadshedding rears its head as fuel stocks dip
35618,2018-05-02,"Gen Bajwa reaches Quetta to view security situation, says ISPR"
35619,2018-05-02,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
35620,2018-05-02,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
35621,2018-05-02,Pakistan cricket squad returns home
35622,2018-05-04,Unsuccessful applicants of last three years selected for Haj 2018
35623,2018-05-04,Pemra fines 17 channels for airing incorrect news regarding LHC decision on anti judiciary speeches
35624,2018-05-04,"Being a victim of terrorism myself, I realise pain of Hazara community: Bilawal"
35625,2018-05-04,A stylist is suing MD Productions for not giving him credit in Parwaaz Hai Junoon
35626,2018-05-04,PPP MPAs submit no-confidence motion against KP Assembly speaker
35627,2018-05-04,Three men convicted for gang raping mentally challenged woman in Badin
35628,2018-05-04,'Anti-judiciary' rant: LHC orders authorities to place names of PML-N activists on ECL
35629,2018-05-04,"6 labourers gunned down in Kharan, Balochistan"
35630,2018-05-04,Filmmaker Saqib Malik denies that he's making a Meera biopic
35631,2018-05-04,Rana Sana refuses to apologise for misogynistic remarks; opposition stages walkout
35632,2018-05-04,Supreme Court finds massive illegalities in land acquired by Bahria Town for housing projects
35633,2018-05-04,Army begins handing South Waziristan checkposts over to FC
35634,2018-05-04,This graphic story takes you on a walk down Pakistan's advertising memory lane
35635,2018-05-04,CJP orders judicial probe into alleged manhandling of journalists by police on World Press Freedom Day
35636,2018-05-04,Imran acquitted in 2014 SSP torture case
35637,2018-05-04,Mahira Khan is going to the Cannes Film Festival!
35638,2018-05-04,"'Unlike other celebrities, I am known for my talent' - Nabila"
35639,2018-05-04,"Though much emphasis is laid on establishing peace, the reality is that war-making is a profitable enterprise"
35640,2018-05-04,Editorial: Pakistan needs to upgrade weather forecasting methods to deal with weather anomalies
35641,2018-05-04,PTI's Lahore rally was huge — but how many of its supporters originated from Lahore?
35642,2018-05-04,Barrister Ibrahim appointed federal minister despite nearing end of his term
35643,2018-05-04,PHC seeks govt’s reply to petition against Dr Shakil ‘deal’
35644,2018-05-04,"Balochistan, KP ignored in CPEC, says Mandviwalla"
35645,2018-05-04,Pressure mounts on KP CM for fresh trust vote
35646,2018-05-04,"After JI exit, Khattak claims he’ll stay put as CM"
35647,2018-05-04,Politicians skip press freedom seminar
35648,2018-05-04,Expat’s missing son found murdered
35649,2018-05-04,11 cops booked six years after ‘killing’ a man in staged encounter
35650,2018-05-04,Political fault lines among tribal chiefs visible
35651,2018-05-04,Hashmi to contest from Multan’s key constituencies
35652,2018-05-04,First day of agri expo: stalls highlight new farming paradigm
35653,2018-05-04,"Zardari says Nawaz, Imran lack vision"
35654,2018-05-04,NCHR begins probe into torture cases in Faisalabad
35655,2018-05-04,Qavi among five indicted in Qandeel case
35656,2018-05-04,Owners escape to Canada: NAB to compensate Eden victims thru’ seized assets
35657,2018-05-04,Fake encounter case
35658,2018-05-04,‘Underage bride’ tells court she was abducted with woman SHO’s help
35659,2018-05-04,Pakistan Navy launches mangroves plantation campaign
35660,2018-05-04,CTD claims suspects in custody involved in killing neighbouring country’s dissidents
35661,2018-05-04,Rs5m looted from bank in Gulshan-i-Iqbal
35662,2018-05-04,"Karachiites writhe in discomfort as heatwave, power cuts intensify"
35663,2018-05-04,Three years of football turmoil have levelled the playing field in Pakistan
35664,2018-05-04,PM to give cash awards to CW Games medal winners on May 10
35665,2018-05-04,Protest by local traders closes key CPEC entry point
35666,2018-05-04,PTI moves to get Ahsan Iqbal disqualified
35667,2018-05-04,‘Aliens’ to conduct elections: PM Abbasi
35668,2018-05-04,NA witnesses lacklustre debate on budget
35669,2018-05-04,Cabinet approves placement of 600 names on ECL
35670,2018-05-04,Army-PTM talks stall after promising start
35671,2018-05-04,SC takes notice of high taxes on mobile phone top-up
35672,2018-05-04,"Fata to be merged with KP in 2019, says Khattak"
35673,2018-05-04,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
35674,2018-05-04,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
35675,2018-05-04,Pakistan cricket squad returns home
35676,2018-05-09,"Sindh LG secretary's assistant alleges massive scale corruption during probe, reports NAB"
35677,2018-05-09,Re-open Asghar Khan case and you will find your ‘celestial beings’: Imran Khan
35678,2018-05-09,"Quetta police arrest LJ-Alami member accused of killing Hazaras, security officials"
35679,2018-05-09,CJP orders formation of judicial commission to probe APS attack
35680,2018-05-09,"Army chief plays chess with student, lauds Pakistan's 'talented youth'"
35681,2018-05-09,US withdrawal from Iran deal complicates matters: Foreign Office
35682,2018-05-09,PTI absorbs Junoobi Punjab Suba Mahaz after promising new province in south Punjab
35683,2018-05-09,Pakistani-origin Italian woman Sana was strangled to death: autopsy report
35684,2018-05-09,"Strong 6.2-magnitude earthquake rocks Afghanistan, Pakistan"
35685,2018-05-09,IHC orders halting transmission of 'circus shows' during Ramazan
35686,2018-05-09,SC extends deadline to conclude corruption references against Sharifs until June 9
35687,2018-05-09,Govt should explain tax hikes on petrol despite falling global prices: SC
35688,2018-05-09,Why are Pakistanis spending 40% of their income on readymade food?
35689,2018-05-09,This is a proud moment for Pakistan: Mahira Khan on going to Cannes
35690,2018-05-09,The military is not the only reason for Nawaz Sharif’s miseries
35691,2018-05-09,Comment: Nerves on both sides as Ireland sets out to debut international Tests against Pakistan
35692,2018-05-09,Bail granted to men acquitted in Benazir's case showcases failure of our judicial system
35693,2018-05-09,Pakistan needs to look into the real reason behind 'honour' crimes
35694,2018-05-09,Minor boy found strangled
35695,2018-05-09,Customs offices at Torkham to remain open 24 hours
35696,2018-05-09,Chemists continue strike against new legislation
35697,2018-05-09,JI ministers yet to resign after quitting govt
35698,2018-05-09,PHC asks if proceedings of assembly can be challenged
35699,2018-05-09,Disruptions in baggage delivery at IIA resolved
35700,2018-05-09,Pakistani prisons house 57pc more inmates than authorised capacity: report
35701,2018-05-09,Eight brands of bottled water declared unsafe
35702,2018-05-09,Inclusion of disabilities in PM’s programme a major step: minister
35703,2018-05-09,US embassy official arrested in Islamabad
35704,2018-05-09,Islamabad’s master plan to be revised for the first time
35705,2018-05-09,Woman shot dead by brother over ‘honour’
35706,2018-05-09,Kiln owners booked for ‘selling’ 13 workers
35707,2018-05-09,Last chance for Punjab govt to get free legal aid bill passed
35708,2018-05-09,Nawaz inquires after Ahsan
35709,2018-05-09,Iranian goes ‘missing’ in Lahore
35710,2018-05-09,Trainer plane crashes; crew remain safe
35711,2018-05-09,Juvenile court hands down first sentence
35712,2018-05-09,Shahbaz promises he will take up issue of loadshedding in Sindh with federal govt
35713,2018-05-09,Karachi reports first death due to ‘brain-eating’ amoeba
35714,2018-05-09,Sindh cabinet approves creation of private education board
35715,2018-05-09,Coin in memory of Dr Pfau unveiled
35716,2018-05-09,Former IG escapes after dismissal of bail plea
35717,2018-05-09,Judicial commission slams DHA for release of raw sewage into sea
35718,2018-05-09,NA body proposes 25pc tax on higher income individuals
35719,2018-05-09,"With dry spell looming, alarm in Islamabad over water shortage"
35720,2018-05-09,"As Alibaba buys Daraz, many ask: what next?"
35721,2018-05-09,Nine acquitted in double murder case
35722,2018-05-09,"FIA to initiate criminal proceedings against MQM, PSP leaders"
35723,2018-05-09,Body formed to probe coal mine tragedies
35724,2018-05-09,Cameras to be installed at sensitive polling stations
35725,2018-05-09,Transgender rights bill among a dozen passed by NA
35726,2018-05-09,NAB begins probe into allegation Nawaz sent $4.9bn to India
35727,2018-05-09,FPSC asked to explain criteria for army officers to join civil service
35728,2018-05-09,PM briefs cabinet on hurdles in Fata reforms
35729,2018-05-09,Rabbani questions suspension of Dar’s Senate membership
35730,2018-05-09,Provincial govts blamed for failing to help curb power theft
35731,2018-05-09,Guilty plea affects Pakistan’s lobbying options in US
35732,2018-05-09,Bajwa inaugurates fencing of Pak-Afghan border in Balochistan
35733,2018-05-09,Court seeks another extension to decide cases against Sharifs
35734,2018-05-09,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
35735,2018-05-09,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
35736,2018-05-09,Pakistan cricket squad returns home
35737,2018-05-10,Road accidents in Abbottabad claim 13 lives
35738,2018-05-10,"Islamabad High Court strikes down ban on recruitment, development schemes placed by ECP"
35739,2018-05-10,Fruit vendor dies during anti-encroachment drive at Karachi's Empress Market
35740,2018-05-10,"Punjab hospitals get colourful, standardised bedding"
35741,2018-05-10,CM Murad presents Sindh Budget 2018-19 but authorises it for only 3 months
35742,2018-05-10,"CJP orders brick kiln worker, family be freed from bonded labour in Sialkot"
35743,2018-05-10,8 PML-N lawmakers switch loyalties
35744,2018-05-10,Pakistani activist Nighat Dad makes it to Young Global Leaders 2018 list
35745,2018-05-10,Govt-backed jirga calls for restraint as police file 3 FIRs against PTM leaders in Karachi
35746,2018-05-10,UAE-based coach who allegedly made fixing offer to Sarfaraz suspended by ICC
35747,2018-05-10,"Iqra Aziz served with legal notice by her talent agency, denies allegations"
35748,2018-05-10,"Javed Iqbal defends NAB's conduct, warns no one is 'untouchable'"
35749,2018-05-10,Peshawar High Court suspends death sentence of military court convict
35750,2018-05-10,"Stop smoking hashish inside Parliament Lodges, says Senate committee"
35751,2018-05-10,PIA just asked passengers to arrive 5 hours before their flights and Twitter is not having it
35752,2018-05-10,"Give proof of 'shameless' allegations in 24 hours or resign, Nawaz tells NAB chairman"
35753,2018-05-10,Real guys react to Pakistani menswear on the ramp
35754,2018-05-10,"Judicial council can hold open trial against judges, SC rules"
35755,2018-05-10,"PTA launches system to block stolen, smuggled phones"
35756,2018-05-10,Gen Bajwa named 68th 'most powerful' person in the world by Forbes
35757,2018-05-10,Ali Sethi and Aima Baig's track from 7 Din Mohabbat In is out!
35758,2018-05-10,SC summons PM Abbasi in pilots' fake degrees case
35759,2018-05-10,What is the value of election manifestos in Pakistan’s politics?
35760,2018-05-10,Influential persons must realise that free police protection is neither a right nor a privilege
35761,2018-05-10,Are we being unfair to men?
35762,2018-05-10,The 4.9 billion-dollar blunder
35763,2018-05-10,NAB rejects 'impression of revenge or hurting anyone'
35764,2018-05-10,"Theatre and art can change minds, says Ajoka Theatre Executive Director"
35765,2018-05-10,SC forms judicial commission to look into 2005 earthquake issues
35766,2018-05-10,KP likely to get Rs65bn hydel profit increase
35767,2018-05-10,Punjab to allocate funds for JuD seminaries after takeover
35768,2018-05-10,Police told to shut down 11 INGOs in capital
35769,2018-05-10,Senate committee clears three bills on child rights
35770,2018-05-10,LHC asks law officer to indict six in contempt case
35771,2018-05-10,NAB summons Shahbaz in Saaf Pani company scam
35772,2018-05-10,"Body found in Badin was of rights activist, say police"
35773,2018-05-10,Sindh passes law exempting drivers of emergency vehicles from conviction
35774,2018-05-10,Held official tells NAB about widespread corruption in Sindh LG department
35775,2018-05-10,Uplift projects worth Rs8.61bn to be launched in Karachi next week: governor
35776,2018-05-10,‘Wanted’ LeJ al-Alami militant held in Quetta
35777,2018-05-10,"PTI changes lawyer in foreign funding case, again"
35778,2018-05-10,157 Senate recommendations for inclusion in Finance Bill
35779,2018-05-10,Reference filed against ex-Wapda chief over rental power scam
35780,2018-05-10,Two girls’ schools hit by bomb explosions in North Waziristan
35781,2018-05-10,FIA forms body to implement Asghar Khan case verdict
35782,2018-05-10,Ex-CMs claim to have improved situation in Balochistan
35783,2018-05-10,"Local PML-N leader critically injured in gun attack in Lyari, say police"
35784,2018-05-10,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
35785,2018-05-10,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
35786,2018-05-10,Pakistan cricket squad returns home
35787,2018-05-12,In pictures: National History Museum prepares to open doors to public
35788,2018-05-12,"Down, but not out: In conversation with Nawaz Sharif"
35789,2018-05-12,"Ahsan Iqbal up and about, expected to be discharged from hospital soon"
35790,2018-05-12,Is our fashion obsession with Cannes doing a disservice to film?
35791,2018-05-12,PTM leader Manzoor Pashteen prevented from boarding flight to Karachi
35792,2018-05-12,Hockey hero Mansoor Ahmed passes away in Karachi
35793,2018-05-12,"KU professor Dr Riaz Ahmed missing since last night, family says"
35794,2018-05-12,Buner police foil bid to marry minor girl off in swara to settle family dispute
35795,2018-05-12,"Islamabad police only 'stopped' journalists' press freedom rally, officials tell sessions judge"
35796,2018-05-12,"Meesha Shafi’s lawyers respond to Ali Zafar’s legal notice, ask him to issue an apology"
35797,2018-05-12,Motorcyclist in Lahore throws acid at schoolgirl
35798,2018-05-12,"May 12, 2007: When Karachi was besieged, held hostage for nearly 24 hours"
35799,2018-05-12,ANP general secretary invites Imran Khan for debate on KP development
35800,2018-05-12,Opposition voices concern over blocking move to place Umar Khurasani on UN's most wanted list
35801,2018-05-12,Landslide again damages Naltar power station’s channel
35802,2018-05-12,The ‘Salam Centre’ brouhaha
35803,2018-05-12,Non-applicability of labour laws to private schools declared illegal
35804,2018-05-12,‘Population growth rate has alarmed govt planners’
35805,2018-05-12,Maulana Abdul Aziz not allowed to lead Friday prayers
35806,2018-05-12,"Websites, social media pages depicting Imran as Hindu deity blocked"
35807,2018-05-12,Why a ‘close aide’ ditched the Sharifs again
35808,2018-05-12,Paragon chief’s brothers held in Ashiana scam
35809,2018-05-12,Fehmida Mirza silent over ‘likely’ meeting with Imran Khan
35810,2018-05-12,"Justice at people’s doorsteps is NAB’s new approach, says DG"
35811,2018-05-12,Cuts in federal transfers hamper Sindh’s development dream: Murad
35812,2018-05-12,IG seeks help to trace out those sending extortion messages to lawmakers
35813,2018-05-12,"No significant progress witnessed in investigation, trial of May 12 carnage"
35814,2018-05-12,"Interim charge sheets filed against Rao Anwar, others"
35815,2018-05-12,LNG back to being ‘natural gas’ as PM approves redesignation
35816,2018-05-12,"Women, children hospital opened in Quetta"
35817,2018-05-12,"Judicial activism, NAB have paralysed govt working, complains PM"
35818,2018-05-12,Lack of quorum prevents Miftah from concluding budget debate
35819,2018-05-12,Commanders discuss transfer of cleared areas to civilian control
35820,2018-05-12,"For Nawaz, it’s not over till it’s over"
35821,2018-05-12,Balochistan budget postponed till May 14
35822,2018-05-12,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
35823,2018-05-12,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
35824,2018-05-12,Pakistan cricket squad returns home
35825,2018-05-15,Limit for purchasable property for non-filers raised to Rs5 million: Ismail
35826,2018-05-15,Man remanded in police custody for 'sexually assaulting' 13-year-old girl in AJK
35827,2018-05-15,Cadet college principal arrested after video of corporal punishment goes viral
35828,2018-05-15,NA committee summons NAB chairman over Nawaz 'money laundering' gaffe
35829,2018-05-15,"'PTV will continue to broadcast Nawaz, Maryam's speeches live even if they speak for 5 hours'"
35830,2018-05-15,Wajood's latest music video will make you want to bust a move
35831,2018-05-15,Senate passes ordinance to tackle human trafficking
35832,2018-05-15,"ATC indicts Karachi Mayor Waseem Akhtar, others in May 12 carnage case"
35833,2018-05-15,Are designer stores at malls a thing of the past?
35834,2018-05-15,It's lonely at the top for Farooq Sattar
35835,2018-05-15,LHC seeks details of Transgender Persons Bill 2018 for review
35836,2018-05-15,"Nawaz rejects NSC statement, deems it 'painful and regrettable'"
35837,2018-05-15,Mahira Khan steals the show at Cannes in a classic black dress
35838,2018-05-15,Amreli Steels promote resilience with new campaign
35839,2018-05-15,Refusal to allow Faiz's daughter attend an event in India is reminiscent of Zia's era in Pakistan
35840,2018-05-15,Why political parties' silence and defiance in times of crisis eat away at their legitimacy
35841,2018-05-15,"Editorial: After Nawaz's remarks, could the pressure on PML-N lead to a rupture in the party?"
35842,2018-05-15,"TLYRA ameer, others file sedition complaints against Nawaz Sharif"
35843,2018-05-15,Aafia’s sister urges apex court to take note of Pakistanis languishing in overseas jails
35844,2018-05-15,Nawaz comes under fire in Senate for Mumbai attack remarks
35845,2018-05-15,"Tribal elders, political leaders vow to maintain peace in Bajaur"
35846,2018-05-15,"Pakistan, Afghanistan to work towards regional peace under new security plan"
35847,2018-05-15,Lawyer seeks action against those who detained former CJP
35848,2018-05-15,PPP-Workers activists observe day-long hunger strike for political revolution
35849,2018-05-15,Peshawar High Court stays execution of man convicted by military court
35850,2018-05-15,Mother also booked for concealing Sana’s murder
35851,2018-05-15,Tribunal suggests ‘counselling’ for senior police official
35852,2018-05-15,ACLC officials indicted in Intizar murder case
35853,2018-05-15,Sattar quits as MQM-P convener
35854,2018-05-15,Witness in Naqeebullah murder case retracts his statement before ATC
35855,2018-05-15,"Judicial commission irked by K-IV’s 22 realignments, seeks report within a week"
35856,2018-05-15,Balochistan to spend Rs88.3bn on development
35857,2018-05-15,Punjab shies away from presenting budget
35858,2018-05-15,Protest against targeted killings continues in tribal areas
35859,2018-05-15,Balochistan presents budget with massive Rs61.9bn deficit
35860,2018-05-15,Snap checking by law enforcers causes massive traffic jam in Karachi's downtown area
35861,2018-05-15,"PM Abbasi should clarify statements given to defend Nawaz, asks Imran"
35862,2018-05-15,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
35863,2018-05-15,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
35864,2018-05-15,Pakistan cricket squad returns home
35865,2018-05-16,NAB arrests KMC official for allegedly selling 265 acres of state-owned land
35866,2018-05-16,"Former army, ISI chiefs quizzed by FIA in relation to Asghar Khan case"
35867,2018-05-16,Govt challenges ATC's decision to acquit Imran Khan in SSP torture case
35868,2018-05-16,"Ramazan moon sighted, holy month to begin from May 17"
35869,2018-05-16,NAB chairman seeks more time to appear before NA committee
35870,2018-05-16,Hockey hero Mansoor Ahmed would not have died had Pakistan had a deceased organ donation programme
35871,2018-05-16,Punjab Assembly passes witness protection bill
35872,2018-05-16,Cadet College Mastung abuse case: Court to proceed with caution
35873,2018-05-16,Which of these is the best ad campaign of 2018 so far?
35874,2018-05-16,Lahore's Orange Line Metro Train conducts trial run
35875,2018-05-16,Faysal Quraishi's upcoming drama Baba Jani is not a love story
35876,2018-05-16,"Parts of Punjab, KP hit by massive power breakdown"
35877,2018-05-16,ATC summons last 2 Pakistani witnesses in Mumbai attacks case
35878,2018-05-16,"Nawaz, Maryam and Capt Safdar to record statements in Avenfield reference on Friday"
35879,2018-05-16,Influential politician Sardar Ghulam Abbas quits PML-N over ex-PM’s interview
35880,2018-05-16,Ufone says will provide compensation to families of labourers killed in Kharan gun attack
35881,2018-05-16,"6 style lessons we learned by stalking Mahira, Deepika and Sonam at Cannes"
35882,2018-05-16,Avenfield properties trial against Sharifs enters final phase
35883,2018-05-16,"Amritsar announces festival, peace award in Madeeha Gauhar’s name"
35884,2018-05-16,"Provincial govts have lost interest in governing, and their budgets — or lack thereof — is proof"
35885,2018-05-16,"Stemming from an illusion of safety, our collective silence has let enforced disappearances continue"
35886,2018-05-16,‘Educated women can play role in progress of country’
35887,2018-05-16,Peshawarites troubled as gas supply suspended for 36 hours
35888,2018-05-16,Tirah people showing political maturity
35889,2018-05-16,PHC gives police more time to arrest main accused in stripping case
35890,2018-05-16,Patients suffer as chemists go on strike across Khyber Pakhtunkhwa
35891,2018-05-16,Police chiefs told to ensure FIR registration in missing persons’ cases
35892,2018-05-16,"VIPs, VVIPs still using Benazir airport"
35893,2018-05-16,Petition seeks ban on live speeches by Nawaz
35894,2018-05-16,Man kills three kids before suicide
35895,2018-05-16,"Indians announce annual fest, award named after Madeeha"
35896,2018-05-16,PML-N MPA from Gujrat joins PTI
35897,2018-05-16,Railways offers 20pc discount in Ramazan
35898,2018-05-16,"Remarkable drop in Keenjhar level signals looming water crisis in Thatta, Karachi"
35899,2018-05-16,ATC allows Rauf Siddiqui to go abroad for 10 days
35900,2018-05-16,Judicial commission asks defence secretary to justify release of raw sewage into sea
35901,2018-05-16,National Logistics to run Dhabeji Special Economic Zone
35902,2018-05-16,Senate panel decries PTV’s live coverage of ex-PM
35903,2018-05-16,Police officer convicted of roughing up ex-CJP seeks forgiveness from SC
35904,2018-05-16,Mastung cadet college principal arrested for ordering torture of junior cadets
35905,2018-05-16,Man killed after India resumes targeted attacks from across LoC
35906,2018-05-16,"Human rights defenders in Pakistan face digital threats, attacks: Amnesty"
35907,2018-05-16,Senate passes bill to recover Rs12bn from CNG stations
35908,2018-05-16,Kharif crops may face drought-like situation
35909,2018-05-16,NA panel calls NAB chief over charges against Nawaz
35910,2018-05-16,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
35911,2018-05-16,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
35912,2018-05-16,Pakistan cricket squad returns home
35913,2018-05-19,FBR responds to Supreme Court queries regarding taxes on mobile phone top-up
35914,2018-05-19,NSC endorses Fata's merger into KP
35915,2018-05-19,Candidates to be given one extra week to campaign: ECP officials
35916,2018-05-19,Editorial: Nawaz's self-centred approach may condemn the PML-N to oblivion
35917,2018-05-19,"Under trial for corruption, Sharjeel Memon decries existence of 'two separate laws' in country"
35918,2018-05-19,ATC judge displeased at prosecutor's absence in Naqeebullah murder case hearing
35919,2018-05-19,Rabab Hashim is no damsel in distress in her upcoming drama
35920,2018-05-19,"Family, friends mourn Pakistani exchange student killed in Santa Fe school shooting"
35921,2018-05-19,Quiz: How does fasting affect your body?
35922,2018-05-19,Coffee Wagera isn't your average coffee shop. Here's why
35923,2018-05-19,Separating fact and fiction in the run-up to the elections
35924,2018-05-19,Acting president confers Nishan-i-Imtiaz on China’s top military official
35925,2018-05-19,Mirali sit-in against targeted killings ends
35926,2018-05-19,NAB initiates probe against Pedo officials
35927,2018-05-19,PML-N MPA booked in hit-and-run
35928,2018-05-19,Private schools barred from collecting fee during vacations
35929,2018-05-19,No new brick kiln to be allowed sans zig-zag firing tech: EPD
35930,2018-05-19,Case against PML-N MPA in hit-and-run
35931,2018-05-19,Two booked over rape attempt at Darul Aman
35932,2018-05-19,LHC seeks written apology from six in Kasur rally case
35933,2018-05-19,PML-N MNA Jaffar Leghari joins PTI
35934,2018-05-19,PFA baby food rules promulgated
35935,2018-05-19,Girl rescued from parents’ confinement
35936,2018-05-19,NAB grills Hamza in Saaf Pani Company case
35937,2018-05-19,Gandapur outburst video leaves PAT in a quandary
35938,2018-05-19,Shahbaz questions ‘selective accountability’
35939,2018-05-19,ATC hands down 28-year jail to three LeJ terrorists
35940,2018-05-19,NAB chief says does not believe in victimisation
35941,2018-05-19,"India, not Punjab, blocking Sindh’s water, says Rana Mashhood"
35942,2018-05-19,Fruit goes beyond purchasing power of common man
35943,2018-05-19,"Altaf’s name echoes in PA as MQM, PSP members thank him"
35944,2018-05-19,Two suspects shot dead in ‘encounter’ in Karachi
35945,2018-05-19,Met dept issues advisory in view of hot weather in Karachi
35946,2018-05-19,"Nishtar Park carnage, Abbas Town bombing cases to be tried by military courts"
35947,2018-05-19,"Days after passing trial runs, snag hits Neelum-Jhelum project"
35948,2018-05-19,Sharifs seek copies of applications filed in SC in Panama Papers case
35949,2018-05-19,ECP to constitute monitoring teams for polls
35950,2018-05-19,Rallies across Pakistan condemn Israel’s brutalities against Palestinians
35951,2018-05-19,"Caretaker PM’s name to be announced on Tuesday, says Shah"
35952,2018-05-19,"Nawaz, Zardari ruined institutions by appointing cronies: Imran"
35953,2018-05-19,Nawaz gets last chance for defence in Avenfield case
35954,2018-05-19,Power division secretary goes on leave amid crisis
35955,2018-05-19,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
35956,2018-05-19,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
35957,2018-05-19,Pakistan cricket squad returns home
35958,2018-05-24,"Abbasi contradicts minister's statement, says it was his decision to block airing of post-NSC press talk"
